Treadmil_v,Period,X,Y
0.5,6,11.121044158935547,70.46955823898315
0.5,6,9.084441184997559,101.83014869689941
0.5,6,7.035871982574463,102.42846012115479
0.5,6,4.615193128585815,121.03394269943237
0.5,6,2.290302276611328,116.24454259872437
0.5,6,-0.01397085189819336,115.21365642547607
0.5,6,-2.515390396118164,125.07097721099854
0.5,6,-5.084640741348267,128.46251726150513
0.5,6,-7.468313217163086,119.18362379074097
0.5,6,-9.31630277633667,92.3994779586792
0.5,6,-10.869843006134033,77.67701148986816
0.5,6,-12.302620887756348,71.63889408111572
0.5,6,-13.416033267974854,55.67061901092529
0.5,6,-14.201504945755005,39.27358388900757
0.5,6,-14.778029680252075,28.826236724853516
0.5,6,-15.208839416503906,21.540486812591553
0.5,6,-15.57434606552124,18.2753324508667
0.5,6,-15.927839636802673,17.674678564071655
0.5,6,-16.227532148361206,14.984625577926636
0.5,6,-16.405354976654053,8.891141414642334
0.5,6,-16.292421102523804,-5.646693706512451
0.5,6,-15.926442384719849,-18.298935890197754
0.5,6,-15.536500453948975,-19.4970965385437
0.5,6,-15.220781326293945,-15.785956382751465
0.5,7,-14.935138463973999,-4.342794418334961
0.5,7,-14.830621719360352,-5.225837230682373
0.5,7,-14.580005168914795,-12.530827522277832
0.5,7,-14.213428258895874,-18.328845500946045
0.5,7,-13.877000570297241,-16.82138442993164
0.5,7,-13.433220624923706,-22.188997268676758
0.5,7,-12.765382766723633,-33.39189291000366
0.5,7,-12.297050476074219,-23.416614532470703
0.5,7,-13.461266994476318,58.21082592010498
0.5,7,-14.170021057128906,35.437703132629395
0.5,7,-12.591283798217773,-78.93686294555664
0.5,7,-11.255763530731201,-66.77601337432861
0.5,7,-10.806135177612305,-22.481417655944824
0.5,7,-9.917647361755371,-44.42439079284668
0.5,7,-8.676202774047852,-62.07222938537598
0.5,7,-7.518364429473877,-57.89191722869873
0.5,7,-6.405735969543457,-55.631422996520996
0.5,7,-5.252035140991211,-57.685041427612305
0.5,7,-4.167679309844971,-54.21779155731201
0.5,7,-3.0447397232055664,-56.146979331970215
0.5,7,-1.9338388442993164,-55.5450439453125
0.5,7,-0.8297839164733887,-55.20274639129639
0.5,7,0.17278194427490234,-50.12829303741455
0.5,7,1.076263427734375,-45.17407417297363
0.5,7,1.9357185363769531,-42.972755432128906
0.5,7,2.7667365074157715,-41.55089855194092
0.5,7,3.6336216926574707,-43.34425926208496
0.5,7,4.556630611419678,-46.15044593811035
0.5,7,5.545297622680664,-49.433350563049316
0.5,7,6.523994445800781,-48.93484115600586
0.5,7,7.445789337158203,-46.089744567871094
0.5,7,8.250689506530762,-40.24500846862793
0.5,7,8.94853162765503,-34.89210605621338
0.5,7,9.59240198135376,-32.19351768493652
0.5,7,10.270733833312988,-33.916592597961426
0.5,7,10.906056880950928,-31.766152381896973
0.5,7,11.596930980682373,-34.543704986572266
0.5,7,12.288485288619995,-34.5777153968811
0.5,7,12.834093570709229,-27.28041410446167
0.5,7,13.36406946182251,-26.498794555664062
0.5,7,13.95091462135315,-29.342257976531982
0.5,7,14.510635375976562,-27.986037731170654
0.5,7,15.032050609588623,-26.070761680603027
0.5,7,15.505762577056885,-23.685598373413086
0.5,7,15.870617151260376,-18.24272871017456
0.5,7,16.088093042373657,-10.873794555664062
0.5,7,16.1328067779541,-2.235686779022217
0.5,7,15.90685749053955,11.297464370727539
0.5,7,15.374925136566162,26.596617698669434
0.5,7,14.59694504737854,38.8990044593811
0.5,7,13.60628604888916,49.532949924468994
0.5,7,12.404539585113525,60.08732318878174
0.5,7,10.638494491577148,88.30225467681885
0.5,7,8.63536810874939,100.15631914138794
0.5,7,6.464076399803162,108.5645854473114
0.5,7,3.937411904335022,126.33322477340698
0.5,7,1.2465299367904663,134.54409837722778
0.5,7,-1.4048625230789185,132.56962299346924
0.5,7,-4.025455832481384,131.0296654701233
0.5,7,-6.6320250034332275,130.32845854759216
0.5,7,-9.067681550979614,121.78282737731934
0.5,7,-11.114216089248657,102.32672691345215
0.5,7,-12.786790013313293,83.62869620323181
0.5,7,-14.244216561317444,72.87132740020752
0.5,7,-15.478184700012207,61.69840693473816
0.5,7,-16.39235806465149,45.70866823196411
0.5,7,-16.983371257781982,29.550659656524658
0.5,7,-17.349825739860535,18.322724103927612
0.5,7,-17.558305263519287,10.423976182937622
0.5,7,-17.671034693717957,5.636471509933472
0.5,7,-17.66896367073059,-0.10355114936828613
0.5,7,-17.59321641921997,-3.787362575531006
0.5,7,-17.389132976531982,-10.204172134399414
0.5,7,-17.163493394851685,-11.281979084014893
0.5,8,-16.62686824798584,-15.429174900054932
0.5,8,-16.14524817466736,-24.081003665924072
0.5,8,-15.454854011535645,-34.51970815658569
0.5,8,-14.732738256454468,-36.10578775405884
0.5,8,-14.144857406616211,-29.394042491912842
0.5,8,-13.75061583518982,-19.71207857131958
0.5,8,-13.525698184967041,-11.245882511138916
0.5,8,-13.319407224655151,-10.314548015594482
0.5,8,-13.309919834136963,-0.47436952590942383
0.5,8,-13.824779033660889,25.74295997619629
0.5,8,-13.688706874847412,-6.803607940673828
0.5,8,-13.020087957382202,-33.4309458732605
0.5,8,-12.077201128005981,-47.144341468811035
0.5,8,-10.693262338638306,-69.19693946838379
0.5,8,-9.42841386795044,-63.24242353439331
0.5,8,-7.808183193206787,-81.01153373718262
0.5,8,-5.874697208404541,-96.6742992401123
0.5,8,-4.177425384521484,-84.86359119415283
0.5,8,-2.6514649391174316,-76.29802227020264
0.5,8,-1.10345458984375,-77.40051746368408
0.5,8,0.2879061698913574,-69.56803798675537
0.5,8,1.5173425674438477,-61.47181987762451
0.5,8,2.5709314346313477,-52.679443359375
0.5,8,3.463639736175537,-44.63541507720947
0.5,8,4.26743221282959,-40.18962383270264
0.5,8,5.102744102478027,-41.765594482421875
0.5,8,5.771256923675537,-33.42564105987549
0.5,8,6.478939056396484,-35.38410663604736
0.5,8,7.233814239501953,-37.74375915527344
0.5,8,7.982779026031494,-37.44823932647705
0.5,8,8.713439464569092,-36.53302192687988
0.5,8,9.408762454986572,-34.76614952087402
0.5,8,10.074196338653564,-33.27169418334961
0.5,8,10.707744598388672,-31.67741298675537
0.5,8,11.332650184631348,-31.24527931213379
0.5,8,11.924449920654297,-29.58998680114746
0.5,8,12.467616319656372,-27.15831995010376
0.5,8,13.070745468139648,-30.15645742416382
0.5,8,13.733895063400269,-33.157479763031006
0.5,8,14.349105596542358,-30.760526657104492
0.5,8,14.837911605834961,-24.440300464630127
0.5,8,15.343387126922607,-25.273776054382324
0.5,8,15.939109563827515,-29.78612184524536
0.5,8,16.453107595443726,-25.699901580810547
0.5,8,16.825931549072266,-18.641197681427002
0.5,8,17.061238288879395,-11.765336990356445
0.5,8,16.92263102531433,6.930363178253174
0.5,8,16.4442138671875,23.920857906341553
0.5,8,15.797499418258667,32.33572244644165
0.5,8,14.91327953338623,44.210994243621826
0.5,8,13.629181385040283,64.20490741729736
0.5,8,11.909215211868286,85.99830865859985
0.5,8,9.67745065689087,111.58822774887085
0.5,8,7.277168273925781,120.0141191482544
0.5,8,4.54740309715271,136.48825883865356
0.5,8,1.7385468482971191,140.44281244277954
0.5,8,-0.8494608402252197,129.40038442611694
0.5,8,-3.632740020751953,139.16395902633667
0.5,8,-6.489836692810059,142.85483360290527
0.5,8,-9.339066982269287,142.46151447296143
0.5,8,-11.887085676193237,127.40093469619751
0.5,8,-13.967574119567871,104.02442216873169
0.5,8,-15.78109622001648,90.67610502243042
0.5,8,-17.41740846633911,81.81561231613159
0.5,8,-18.787811279296875,68.52014064788818
0.5,8,-19.716100931167603,46.41448259353638
0.5,8,-20.150333166122437,21.7116117477417
0.5,8,-20.127250909805298,-1.1541128158569336
0.5,8,-19.81731653213501,-15.496718883514404
0.5,8,-19.293281078338623,-26.201772689819336
0.5,8,-18.863881587982178,-21.469974517822266
0.5,8,-18.375747680664062,-24.40669536590576
0.5,8,-17.81046772003174,-28.26399803161621
0.5,8,-17.09734797477722,-35.65598726272583
0.5,9,-15.656700849533081,-32.50643014907837
0.5,9,-15.150843858718872,-25.29284954071045
0.5,9,-14.833137273788452,-15.885329246520996
0.5,9,-14.686218738555908,-7.345926761627197
0.5,9,-14.31855845451355,-18.38301420211792
0.5,9,-13.694864988327026,-31.184673309326172
0.5,9,-12.866785526275635,-41.40397310256958
0.5,9,-12.168965578079224,-34.89099740982056
0.5,9,-13.129847288131714,48.04408550262451
0.5,9,-14.567915439605713,71.90340757369995
0.5,9,-14.184682607650757,-19.161641597747803
0.5,9,-12.732202768325806,-72.62399196624756
0.5,9,-11.962411403656006,-38.48956823348999
0.5,9,-11.159740924835205,-40.13352394104004
0.5,9,-10.114852905273438,-52.24440097808838
0.5,9,-8.860954761505127,-62.69490718841553
